Table 1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023 EDITION NATIONAL FOOTPRINT AND BIOCAPACITY ACCOUNTS (DATA YEAR 2019) ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Visualize and explore results from the National Footprint and Biocapacity Accounts 2023 Edition at data.footprintnetwork.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"© 2023, Global Footprint Network, York University, FoDaFo. National Footprint and Biocapacity Accounts, 2023 Edition. For more information, contact data@footprintnetwork.org",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,Ecological Footprint of Production (global hectares per person),,,,,,,Ecological Footprint of Consumption (global hectares per person),,,,,,,Biocapacity (global hectares per person),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Burkina Faso,3A,54.7,60,0.45,"$2,178",Africa,LI, 	20.3 ,0.4,0.1,0.3,0.1,0.0,0.0,0.9,0.4,0.1,0.3,0.1,0.0,0.0,1.0,0.4,0.1,0.2,0.0,0.0,0.8,(0.2),0.6,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Burundi,3A,54.0,62,0.43,$752,Africa,LI, 	11.5 ,0.3,0.1,0.2,0.0,0.0,0.1,0.6,0.3,0.1,0.2,0.0,0.0,0.1,0.6,0.3,0.1,0.0,0.0,0.1,0.4,(0.3),0.4,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cabo Verde,2B,,76,0.68,"$7,168",Africa,LM, 	0.6 ,,,,,,,1.3,,,,,,,1.3,,,,,,0.4,(0.8),0.8,2.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cambodia,2B,63.4,71,0.60,"$4,638",Asia-Pacific,LI, 	16.5 ,,,,,,,1.2,,,,,,,1.4,,,,,,1.0,(0.4),0.9,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cameroon,3A,55.3,62,0.58,"$3,744",Africa,LM, 	25.9 ,0.6,0.1,0.3,0.1,0.0,0.1,1.1,0.6,0.1,0.2,0.2,0.1,0.1,1.1,0.6,0.1,0.8,0.1,0.1,1.5,0.4 ,0.7,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada,3A,77.7,82,0.94,"$49,561",North America,HI, 	37.4 ,2.7,0.3,2.6,5.0,0.2,0.0,10.8,1.4,0.3,1.2,4.9,0.1,0.0,7.9,2.7,0.3,8.2,3.2,0.0,14.5,6.6 ,5.1,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Central African Republic,3A,39.0,55,0.41,$945,Africa,LI, 	4.7 ,0.4,0.5,0.3,0.0,0.0,0.0,1.2,0.4,0.5,0.2,0.0,0.0,0.0,1.2,0.4,0.5,5.9,0.0,0.0,6.9,5.7 ,0.8,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chad,3A,41.4,53,0.40,"$1,595",Africa,LI, 	15.9 ,0.4,0.9,0.2,0.0,0.0,0.0,1.5,0.4,0.9,0.2,0.0,0.0,0.0,1.5,0.4,0.9,0.3,0.1,0.0,1.6,0.1 ,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chile,3A,77.7,80,0.86,"$23,917",South America,UM, 	19.0 ,0.4,0.2,2.0,1.7,0.3,0.1,4.6,0.6,0.5,1.0,1.7,0.1,0.1,4.0,0.4,0.4,2.1,0.4,0.1,3.3,(0.7),2.6,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,3A,72.0,78,0.76,"$15,893",Asia-Pacific,UM," 	1,465.6 ",0.3,0.1,0.1,2.6,0.1,0.1,3.2,0.4,0.1,0.2,2.5,0.1,0.1,3.5,0.3,0.1,0.2,0.0,0.1,0.8,(2.7),2.3,4.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colombia,3A,70.5,77,0.77,"$15,000",South America,UM, 	50.3 ,0.5,0.7,0.1,0.5,0.0,0.1,1.9,0.7,0.7,0.1,0.6,0.0,0.1,2.2,0.5,1.1,2.0,0.1,0.1,3.8,1.6 ,1.4,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Comoros,2B, ,64,0.56,"$2,979",Africa,LI, 	0.9 ,,,,,,,1.6,,,,,,,2.0,,,,,,0.4,(1.6),1.3,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Congo,3A,52.9,63,0.57,"$4,497",Africa,LM, 	5.4 ,0.2,0.0,0.4,0.2,0.1,0.1,1.0,0.3,0.1,0.3,0.3,0.1,0.1,1.1,0.2,2.4,5.4,0.3,0.1,8.4,7.3 ,0.7,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Congo, Democratic Republic of",3A,50.0,60,0.48,"$1,084",Africa,LI, 	86.8 ,0.2,0.0,0.4,0.0,0.0,0.1,0.7,0.2,0.0,0.4,0.0,0.0,0.1,0.7,0.2,0.2,1.5,0.0,0.1,2.0,1.3 ,0.5,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Costa Rica,3A,74.0,79,0.82,"$20,272",Central America/Caribbean,UM, 	5.0 ,0.3,0.3,0.4,0.5,0.1,0.3,1.9,0.4,0.2,0.6,1.0,0.3,0.3,2.8,0.3,0.3,0.7,0.1,0.3,1.6,(1.1),1.8,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Côte d'Ivoire,3A, , , , ,Africa,LM, 	25.7 ,0.6,0.0,0.2,0.1,0.0,0.0,1.0,0.2,0.1,0.2,0.2,0.2,0.0,0.9,0.6,0.4,0.1,0.0,0.0,1.2,0.3 ,0.6,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Croatia,3A,78.2,78,0.86,"$29,315",Other Europe,HI, 	4.1 ,0.7,0.1,0.7,1.4,0.1,0.1,3.1,0.8,0.2,0.7,1.9,0.1,0.1,3.8,0.7,0.1,1.1,0.4,0.1,2.5,(1.3),2.5,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cuba,3A,74.1,78,0.79,,Central America/Caribbean,UM, 	11.3 ,0.6,0.1,0.1,0.7,0.0,0.1,1.6,0.9,0.1,0.1,0.8,0.0,0.1,2.0,0.6,0.1,0.2,0.2,0.1,1.2,(0.9),1.3,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cyprus,2B,73.7,81,0.90,"$41,827",EU-28,HI, 	1.2 ,,,,,,,2.2,,,,,,,3.6,,,,,,0.4,(3.2),2.3,9.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Czech Republic,3A,80.0,79,0.90,"$41,223",EU-28,HI, 	10.7 ,1.0,0.1,2.0,3.1,0.0,0.1,6.3,1.0,0.3,1.1,3.2,0.0,0.1,5.7,1.0,0.1,1.2,0.0,0.1,2.4,(3.3),3.7,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denmark,3A,85.4,81,0.95,"$57,410",EU-28,HI, 	5.8 ,1.8,0.0,0.3,1.7,0.4,0.2,4.5,2.1,0.4,1.1,2.8,0.8,0.2,7.3,1.8,0.0,0.4,1.8,0.2,4.3,(3.0),4.7,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Djibouti,2A,50.3,63,0.51,"$5,508",Africa,LM, 	1.0 ,0.0,0.2,0.1,0.3,0.1,0.2,0.9,1.3,0.0,0.3,0.3,0.1,0.2,2.2,0.0,0.2,0.0,0.2,0.2,0.7,(1.5),1.4,3.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dominica,2B,,74,0.73,"$12,923",Central America/Caribbean,UM, 	0.1 ,,,,,,,1.7,,,,,,,3.0,,,,,,1.0,(2.0),1.9,2.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dominican Republic,3A,70.7,74,0.77,"$19,091",Central America/Caribbean,UM, 	10.7 ,0.3,0.1,0.0,0.8,0.0,0.1,1.4,0.5,0.1,0.1,1.0,0.1,0.1,1.9,0.3,0.1,0.2,0.0,0.1,0.7,(1.2),1.2,2.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ecuador,2B,71.9,77,0.76,"$11,440",South America,UM, 	17.4 ,,,,,,,2.2,,,,,,,1.8,,,,,,1.9,0.1 ,1.2,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Egypt,2B,67.6,71,0.74,"$11,940",Africa,LM, 	100.4 ,,,,,,,1.1,,,,,,,1.6,,,,,,0.3,(1.3),1.0,5.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
El Salvador,3A,69.7,73,0.68,"$8,795",Central America/Caribbean,LM, 	6.5 ,0.2,0.1,0.3,0.4,0.2,0.1,1.3,0.4,0.2,0.4,0.7,0.1,0.1,2.0,0.2,0.1,0.1,0.1,0.1,0.6,(1.4),1.3,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Equatorial Guinea,2A,,62,0.61,"$18,447",Africa,HI, 	1.4 ,0.1,0.0,0.7,0.9,0.0,0.0,1.8,0.2,0.0,0.4,0.9,0.1,0.0,1.6,0.1,0.1,2.2,0.5,0.0,2.9,1.2 ,1.1,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eritrea,2A,,67,0.50,"$1,761",Africa,LI, 	3.5 ,0.1,0.3,0.1,0.1,0.0,0.0,0.7,0.2,0.3,0.1,0.1,0.0,0.0,0.8,0.1,0.3,0.1,1.5,0.0,2.1,1.3 ,0.5,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Estonia,3A,80.5,79,0.90,"$36,489",EU-28,HI, 	1.3 ,1.4,0.1,4.7,2.5,0.2,0.1,9.1,1.0,0.2,3.8,2.7,0.1,0.1,7.9,1.4,0.1,3.8,4.3,0.1,9.8,1.9 ,5.1,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eswatini,2A,54.6,61,0.62,"$8,910",Africa,LM, 	1.1 ,0.3,0.4,1.2,0.3,0.0,0.5,2.7,0.4,0.5,0.9,0.7,0.0,0.5,3.1,0.3,0.5,0.0,0.0,0.5,1.4,(1.7),2.0,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ethiopia,3A,56.4,66,0.50,"$2,641",Africa,LI, 	112.1 ,0.3,0.1,0.4,0.0,0.0,0.0,0.9,0.3,0.1,0.4,0.1,0.0,0.0,0.9,0.3,0.1,0.1,0.0,0.0,0.5,(0.4),0.6,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fiji,3A,73.1,68,0.75,"$13,611",Asia-Pacific,UM, 	0.9 ,0.6,0.1,0.6,0.6,0.4,0.1,2.5,0.8,0.2,0.7,0.8,0.2,0.1,2.8,0.6,0.1,1.4,0.6,0.1,2.8,0.0 ,1.8,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finland,2A,86.2,82,0.94,"$48,624",EU-28,HI, 	5.5 ,1.0,0.1,7.5,2.5,0.1,0.1,11.4,1.1,0.2,0.5,3.1,0.2,0.1,5.2,1.0,0.1,8.4,2.3,0.1,11.9,6.7 ,3.4,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
France,3A,81.1,83,0.91,"$47,754",EU-28,HI, 	65.2 ,1.2,0.2,0.4,1.6,0.1,0.2,3.7,1.3,0.3,0.5,2.4,0.2,0.2,4.8,1.2,0.2,1.0,0.1,0.2,2.7,(2.2),3.1,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
French Guiana,2B,,,,,South America,, 	0.3 ,,,,,,,1.4,,,,,,,1.8,,,,,,91.8,90.0 ,1.2,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
French Polynesia,2B,,83,,,Asia-Pacific,HI, 	0.3 ,,,,,,,2.1,,,,,,,3.6,,,,,,1.2,(2.4),2.3,3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gabon,2A,62.9,67,0.71,"$15,608",Africa,UM, 	2.2 ,0.4,0.0,0.8,0.4,0.1,0.0,1.7,0.6,0.1,0.5,0.5,0.3,0.0,2.0,0.4,1.0,14.5,2.2,0.0,18.0,16.1 ,1.3,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gambia,3A,60.3,64,0.50,"$2,225",Africa,LI, 	2.3 ,0.1,0.0,0.1,0.1,0.1,0.0,0.5,0.4,0.1,0.1,0.2,0.1,0.0,0.9,0.1,0.0,0.1,0.2,0.0,0.5,(0.4),0.6,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,2A,72.7,73,0.81,"$14,976",Middle East/Central Asia,LM, 	4.0 ,0.1,0.2,0.1,1.0,0.4,0.1,1.9,0.4,0.2,0.2,1.3,0.5,0.1,2.6,0.1,0.4,0.7,0.1,0.1,1.4,(1.2),1.7,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Germany,3A,81.9,81,0.95,"$54,234",EU-28,HI, 	83.5 ,0.5,0.1,0.6,2.6,0.0,0.2,4.0,0.9,0.2,0.5,2.9,0.1,0.2,4.7,0.5,0.1,0.7,0.1,0.2,1.6,(3.1),3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ghana,3A,63.2,65,0.63,"$5,586",Africa,LM, 	30.4 ,0.4,0.1,0.6,0.2,0.2,0.1,1.6,0.4,0.1,0.6,0.3,0.3,0.1,1.8,0.4,0.2,0.2,0.0,0.1,1.0,(0.8),1.2,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greece,3A,76.5,82,0.89,"$29,637",EU-28,HI, 	10.5 ,1.0,0.1,0.1,1.9,0.1,0.1,3.2,1.2,0.4,0.3,2.2,0.1,0.1,4.3,1.0,0.1,0.2,0.2,0.1,1.6,(2.7),2.8,2.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grenada,2B,,75,0.80,"$16,868",Central America/Caribbean,UM, 	0.1 ,,,,,,,1.1,,,,,,,1.9,,,,,,1.6,(0.3),1.3,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guadeloupe,2B,,,,,Central America/Caribbean,, 	0.4 ,,,,,,,2.2,,,,,,,3.8,,,,,,0.5,(3.2),2.4,6.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guatemala,3A,60.9,73,0.64,"$8,156",Central America/Caribbean,LM, 	17.6 ,0.3,0.1,0.5,0.4,0.1,0.2,1.6,0.4,0.2,0.6,0.5,0.1,0.2,1.9,0.3,0.1,0.3,0.0,0.2,1.0,(1.0),1.2,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,3A,51.7,60,0.47,"$2,406",Africa,LI, 	12.8 ,0.3,0.5,0.4,0.1,0.1,0.0,1.4,0.4,0.5,0.4,0.1,0.1,0.0,1.6,0.3,0.7,0.5,0.3,0.0,1.8,0.2 ,1.1,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea-Bissau,3A,,61,0.49,"$2,330",Africa,LI, 	1.9 ,0.5,0.1,0.6,0.0,0.1,0.0,1.3,0.4,0.1,0.6,0.1,0.1,0.0,1.3,0.5,0.1,0.3,1.5,0.0,2.4,1.1 ,0.8,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
